date,action,buy_period,buy_thr,sell_period,sell_thr,rsi_low_at_d,rsi_high_at_d,rsi_close_at_d,condition_met,price,mode,reason,low_price,high_price
2011-06-21 00:00:00,BUY,2,24.0,2,90.0,19.8018856364,79.7662136922,78.7337806874,Yes,0.6798335016,NO_SOLUTION,,0.6541669965,0.7055000067
2011-07-01 00:00:00,SELL,2,24.0,2,90.0,80.0812801263,97.9712599094,97.885440909,Yes,0.78700000045,NO_SOLUTION,,0.7573329806,0.8166670203
2011-07-12 00:00:00,BUY,2,24.0,2,90.0,6.2215701017,12.2154192686,6.875913988,Yes,0.7225000262,FAST_HIGH,,0.6675000191,0.7225000262
2012-02-03 00:00:00,SELL,2,24.0,2,90.0,94.9134900169,96.9989768252,96.3741488977,Yes,0.6721670032,FAST_LOW,,0.6721670032,0.6951670051
2012-02-13 00:00:00,BUY,2,24.0,2,90.0,11.7709989681,55.6672998824,35.4931574493,Yes,0.6546665132,NO_SOLUTION,,0.6343330145,0.6750000119
2012-02-17 00:00:00,SELL,2,24.0,2,90.0,54.0580512165,97.1482244065,61.4286748953,Yes,0.72525000575,NO_SOLUTION,,0.7045000196,0.7459999919
2012-02-23 00:00:00,BUY,2,24.0,2,90.0,8.3669482403,42.9712026138,34.4287190631,Yes,0.6630834937,NO_SOLUTION,,0.6466670036,0.6794999838
2012-02-29 00:00:00,SELL,2,24.0,2,90.0,31.5009319086,93.2738265341,34.0326137348,Yes,0.6892500222,NO_SOLUTION,,0.6690000296,0.7095000148
2012-03-05 00:00:00,BUY,2,24.0,2,90.0,3.2879393988,10.1746287042,3.6043207505,Yes,0.6468330026,FAST_HIGH,,0.59799999,0.6468330026
2012-06-19 00:00:00,SELL,2,24.0,2,90.0,92.148928077,95.9794566848,95.0567325233,Yes,0.4648329914,FAST_LOW,,0.4648329914,0.4839999974
2012-06-26 00:00:00,BUY,2,24.0,2,90.0,14.206168761,37.6275650821,25.5233925727,Yes,0.40666650235,NO_SOLUTION,,0.396333009,0.4169999957
2012-08-09 00:00:00,SELL,2,24.0,2,90.0,78.9904162839,99.2541251557,99.1600150502,Yes,0.5330834985,NO_SOLUTION,,0.5249999762,0.5411670208
2012-08-15 00:00:00,BUY,2,24.0,2,90.0,9.5912766162,64.9975923912,52.8614989409,Yes,0.5220000147999999,NO_SOLUTION,,0.507833004,0.5361670256
2012-09-17 00:00:00,SELL,2,24.0,2,90.0,39.3354671556,95.3559790883,48.1978957014,Yes,0.5375829935,NO_SOLUTION,,0.5228329897,0.5523329973
2012-09-20 00:00:00,BUY,2,24.0,2,90.0,5.635214564,12.7189838052,7.7831615525,Yes,0.50849998,FAST_HIGH,,0.4900000095,0.50849998
2012-10-17 00:00:00,SELL,2,24.0,2,90.0,53.4860629452,92.5407978713,78.615284171,Yes,0.43674999475,NO_SOLUTION,,0.4273329973,0.4461669922
2012-10-22 00:00:00,BUY,2,24.0,2,90.0,7.4153969878,36.6805803826,9.074159528,Yes,0.39241699875,NO_SOLUTION,,0.3841669858,0.4006670117
2012-11-02 00:00:00,SELL,2,24.0,2,90.0,46.3061643634,96.8164349654,46.4694401792,Yes,0.4256670028,NO_SOLUTION,,0.4111669958,0.4401670098
2012-11-09 00:00:00,BUY,2,24.0,2,90.0,17.7901430434,56.5954132974,29.2086350581,Yes,0.40783299505,NO_SOLUTION,,0.3978329897,0.4178330004
2012-11-26 00:00:00,SELL,2,24.0,2,90.0,72.2565878311,96.4006572387,96.0204220769,Yes,0.40216650070000004,NO_SOLUTION,,0.3959999979,0.4083330035
2012-12-17 00:00:00,BUY,2,24.0,2,90.0,12.5257687213,60.6001051845,45.7139626366,Yes,0.44325000045,NO_SOLUTION,,0.4346669912,0.4518330097
2013-01-03 00:00:00,SELL,2,24.0,2,90.0,67.11867167,95.140657765,75.821613434,Yes,0.49908299744999995,NO_SOLUTION,,0.4903329909,0.507833004
2014-12-11 00:00:00,BUY,2,24.0,2,90.0,22.4607696368,60.102018509,32.5886759254,Yes,2.2561664581,NO_SOLUTION,,2.2074999809,2.3048329353
2015-12-01 00:00:00,SELL,2,24.0,2,90.0,95.9792420855,98.1352301928,98.0838629716,Yes,1.9273329973,FAST_LOW,,1.9273329973,1.993999958
2015-12-10 00:00:00,BUY,2,24.0,2,90.0,11.3716535868,58.3532585656,40.08332655,Yes,1.88766652345,NO_SOLUTION,,1.8500000238,1.9253330231
2016-02-17 00:00:00,SELL,2,24.0,2,90.0,92.4327683204,95.6402919734,95.4348010416,Yes,1.2313330173,FAST_LOW,,1.2313330173,1.3066669703
2016-03-24 00:00:00,BUY,2,24.0,2,90.0,7.0702210128,15.7097467724,15.2802713281,Yes,1.7166670561,FAST_HIGH,,1.6586669683,1.7166670561
