date,action,buy_period,buy_thr,sell_period,sell_thr,rsi_low_at_d,rsi_high_at_d,rsi_close_at_d,condition_met,price,mode,reason,low_price,high_price
2011-08-19 00:00:00,BUY,2,24.0,2,90.0,3.9469859522,37.1785026003,4.0576193517,Yes,0.3793334961,NO_SOLUTION,,0.3549999893,0.4036670029
2011-09-14 00:00:00,SELL,2,24.0,2,90.0,90.8429739636,96.7556399156,95.8834647482,Yes,0.4941670001,FAST_LOW,,0.4941670001,0.5475000143
2011-09-21 00:00:00,BUY,2,24.0,2,90.0,7.3451918688,65.2558086802,7.3943406474,Yes,0.51400001345,NO_SOLUTION,,0.4866670072,0.5413330197
2011-10-11 00:00:00,SELL,2,24.0,2,90.0,63.8666052406,96.1730827765,85.1030384505,Yes,0.47233350575,NO_SOLUTION,,0.4636670053,0.4810000062
2011-11-02 00:00:00,BUY,2,24.0,2,90.0,11.3478206154,41.1748607525,25.436972355,Yes,0.5036669969500001,NO_SOLUTION,,0.4906669855,0.5166670084
2011-12-02 00:00:00,SELL,2,24.0,2,90.0,76.931159214,94.6694525883,80.3903405433,Yes,0.4923335016,NO_SOLUTION,,0.4785000086,0.5061669946
2011-12-09 00:00:00,BUY,2,24.0,2,90.0,11.4247799379,56.3346436526,50.6823390415,Yes,0.46483299135,NO_SOLUTION,,0.4413329959,0.4883329868
2012-01-06 00:00:00,SELL,2,24.0,2,90.0,50.7496287495,95.7482542704,95.3345976147,Yes,0.46491649744999997,NO_SOLUTION,,0.4564999938,0.4733330011
2012-01-31 00:00:00,BUY,2,24.0,2,90.0,11.9531646594,61.8209043591,29.5189252803,Yes,0.60733351115,NO_SOLUTION,,0.593167007,0.6215000153
2012-07-20 00:00:00,SELL,2,24.0,2,90.0,48.3553660777,92.0799905952,48.8935013416,Yes,0.4095000029,NO_SOLUTION,,0.3983330131,0.4206669927
2015-09-21 00:00:00,BUY,2,24.0,2,90.0,6.5902681571,49.4211805356,8.3630610608,Yes,1.4469999671,NO_SOLUTION,,1.4093329906,1.4846669436
2015-10-06 00:00:00,SELL,2,24.0,2,90.0,49.079233262,92.8325982644,91.8585242222,Yes,1.47333347795,NO_SOLUTION,,1.426666975,1.5199999809
2015-11-11 00:00:00,BUY,2,24.0,2,90.0,20.4125749598,52.8873496939,23.8011677591,Yes,1.7810000180999999,NO_SOLUTION,,1.75,1.8120000362
2015-11-23 00:00:00,SELL,2,24.0,2,90.0,22.8828700436,94.5287075951,23.6678204857,Yes,1.7829999924000002,NO_SOLUTION,,1.7433329821,1.8226670027
2016-03-09 00:00:00,BUY,2,24.0,2,90.0,20.6771337554,53.2432741944,47.9767511297,Yes,1.5390000342999999,NO_SOLUTION,,1.5146670341,1.5633330345
2016-03-18 00:00:00,SELL,2,24.0,2,90.0,80.356016679,97.4027847196,97.3201423415,Yes,1.75200003385,NO_SOLUTION,,1.7133330107,1.790667057
2018-12-07 00:00:00,BUY,2,24.0,2,90.0,7.8627253484,22.9074571585,8.4619744083,Yes,6.4733328819,FAST_HIGH,,5.6573328972,6.4733328819
2019-02-05 00:00:00,SELL,2,24.0,2,90.0,72.3206940665,95.5513628977,93.9941136243,Yes,7.5330002308,NO_SOLUTION,,7.4093332291,7.6566672325
2019-02-28 00:00:00,BUY,2,24.0,2,90.0,10.9045459755,39.8510123337,25.0307771945,Yes,8.3786664009,NO_SOLUTION,,8.2399997711,8.5173330307
2020-05-11 00:00:00,SELL,2,24.0,2,90.0,58.652387694,96.1137995799,90.2396222155,Yes,9.21099996565,NO_SOLUTION,,8.939332962,9.4826669693
2020-05-13 00:00:00,BUY,2,24.0,2,90.0,9.243513878,50.2451126495,12.7663820203,Yes,8.1826663017,NO_SOLUTION,,7.6253328323,8.7399997711
2020-05-21 00:00:00,SELL,2,24.0,2,90.0,42.841729569,90.1716284542,44.1159753022,Yes,9.74433374405,NO_SOLUTION,,9.3240003586,10.1646671295
2020-06-12 00:00:00,BUY,2,24.0,2,90.0,4.786164444,48.183197303,29.1122475523,Yes,10.92899990085,NO_SOLUTION,,10.2593326569,11.5986671448
2022-05-31 00:00:00,SELL,2,24.0,2,90.0,56.3518781369,95.4365271545,80.2553400265,Yes,24.675000190749998,NO_SOLUTION,,23.75,25.6000003815
2022-06-09 00:00:00,BUY,2,24.0,2,90.0,8.445581831,47.5452219119,8.6091434835,Yes,22.29500007625,NO_SOLUTION,,21.0300006866,23.5599994659
2022-07-18 00:00:00,SELL,2,24.0,2,90.0,60.1861465282,98.2257384425,77.6512843385,Yes,15.4050002098,NO_SOLUTION,,14.6300001144,16.1800003052
2022-08-09 00:00:00,BUY,2,24.0,2,90.0,4.0549034287,8.4669034879,4.9161874526,Yes,19.2299995422,FAST_HIGH,,16.9099998474,19.2299995422
2022-09-12 00:00:00,SELL,2,24.0,2,90.0,64.1250511283,94.7935404423,93.2815360933,Yes,14.6750001907,NO_SOLUTION,,14.3000001907,15.0500001907
2022-09-14 00:00:00,BUY,2,24.0,2,90.0,12.551304563,38.9154605324,30.1327832625,Yes,12.33999967575,NO_SOLUTION,,11.9399995804,12.7399997711
2022-10-06 00:00:00,SELL,2,24.0,2,90.0,59.8173841231,95.1192569052,68.8602597773,Yes,11.4850001335,NO_SOLUTION,,11.0500001907,11.9200000763
2022-10-10 00:00:00,BUY,2,24.0,2,90.0,6.1996325482,11.8838971615,7.4098672036,Yes,9.0900001526,FAST_HIGH,,7.8600001335,9.0900001526
2022-10-24 00:00:00,SELL,2,24.0,2,90.0,49.7582962367,97.26826505,96.710668385,Yes,8.445000171650001,NO_SOLUTION,,8.0799999237,8.8100004196
2022-11-03 00:00:00,BUY,2,24.0,2,90.0,8.415489542,23.8233963373,11.4912357485,Yes,8.2899999619,FAST_HIGH,,7.5300002098,8.2899999619
2022-11-14 00:00:00,SELL,2,24.0,2,90.0,68.8189207474,93.0321789892,70.2481160064,Yes,13.11999988555,NO_SOLUTION,,12.7299995422,13.5100002289
2022-11-22 00:00:00,BUY,2,24.0,2,90.0,20.1522263579,73.6168152741,72.9329681412,Yes,12.39499998095,NO_SOLUTION,,11.8500003815,12.9399995804
2022-12-14 00:00:00,SELL,2,24.0,2,90.0,32.3753772951,94.2447949005,44.4089846535,Yes,13.284999847449999,NO_SOLUTION,,12.5399999619,14.029999733
2022-12-16 00:00:00,BUY,2,24.0,2,90.0,7.8993076447,18.2781791206,9.8185320768,Yes,11.4799995422,FAST_HIGH,,10.7700004578,11.4799995422
2023-01-10 00:00:00,SELL,2,24.0,2,90.0,62.9454919309,93.9152267169,93.8155950875,Yes,11.58999967575,NO_SOLUTION,,11.1899995804,11.9899997711
2023-01-20 00:00:00,BUY,2,24.0,2,90.0,7.721169655,66.0775392159,64.6438505559,Yes,12.304999828349999,NO_SOLUTION,,11.75,12.8599996567
2023-01-27 00:00:00,SELL,2,24.0,2,90.0,36.0355574887,92.1257263058,62.787238411,Yes,14.8550000191,NO_SOLUTION,,14.3500003815,15.3599996567
2023-01-31 00:00:00,BUY,2,24.0,2,90.0,13.8447522471,56.9019619743,56.0525564774,Yes,14.095000267,NO_SOLUTION,,13.6400003433,14.5500001907
2025-01-07 00:00:00,SELL,2,24.0,2,90.0,49.0803169974,96.656763664,57.0741242467,Yes,32.16499996185,NO_SOLUTION,,30.6000003815,33.7299995422
2025-01-13 00:00:00,BUY,2,24.0,2,90.0,6.81590548,12.5830216389,12.4529353371,Yes,27.8700008392,FAST_HIGH,,26.25,27.8700008392
2025-01-21 00:00:00,SELL,2,24.0,2,90.0,96.6444618029,98.5327668863,98.0874002786,Yes,32.5,FAST_LOW,,32.5,34.5299987793
2025-01-27 00:00:00,BUY,2,24.0,2,90.0,3.3998053625,5.7560116529,3.8537097746,Yes,28.0799999237,FAST_HIGH,,23.8400001526,28.0799999237
2025-02-14 00:00:00,SELL,2,24.0,2,90.0,59.0137702506,95.3022503182,93.5176734543,Yes,28.4650001526,NO_SOLUTION,,28.1100006104,28.8199996948
2025-02-24 00:00:00,BUY,2,24.0,2,90.0,8.9442376694,35.705551397,9.1765738409,Yes,27.96000003815,NO_SOLUTION,,26.6599998474,29.2600002289
2025-04-25 00:00:00,SELL,2,24.0,2,90.0,68.5780542293,96.8404852,96.3452414559,Yes,12.05000019075,NO_SOLUTION,,11.5100002289,12.5900001526
2025-05-22 00:00:00,BUY,2,24.0,2,90.0,2.5736777593,44.7871006698,2.644898705,Yes,16.9549999237,NO_SOLUTION,,16.4799995422,17.4300003052
2025-06-05 00:00:00,SELL,2,24.0,2,90.0,53.4474697036,95.9827975214,70.7187890495,Yes,19.2049999237,NO_SOLUTION,,18.4200000763,19.9899997711
